ID
1,79,79
2,76,76
3,80,80
4,92,92
5,121,121
6,122,122
7
8
9,82,82
10,125,125
11
12,83,83,123,123
13
14,108,108
15
16,91,91
17
18,107,107
19
20
21,116,116
22,81,81
23,90,90
24
25
26,114,114
27
28,96,96
29,110,110
30,100,100
31,124,124
32
33,93,93
34,109,109
35,106,106
36,85,85
37
38,101,101
39
40
41
42,113,113
43
44,88,88
45,112,112
46,118,118
47
48,111,111
49
50
51
52
53,99,99
54,104,104
55,117,117
56,77,77
57,98,98
58
59,119,119
60,84,84
61,120,120
62,103,103
63
64
65
66,102,102
67,115,115
68,86,86
69,95,95
70,105,105
71,87,87
72,97,97
73,94,94
74,78,78
75,89,89
